384 Plate,384 Position,384 Position,Type,96 Plate Type,96 Plate,96 Position,Amplicon,Gene,Size
EJ_Assay1,B13,R2C13,EMPTY,Q3,EJ_1Q3,A07,,,
EJ_Assay1,B14,R2C14,EMPTY,Q4,EJ_1Q4,A07,,,
EJ_Assay1,B15,R2C15,EMPTY,Q3,EJ_1Q3,A08,,,
EJ_Assay1,B16,R2C16,EMPTY,Q4,EJ_1Q4,A08,,,
EJ_Assay1,B17,R2C17,EMPTY,Q3,EJ_1Q3,A09,,,
EJ_Assay1,B18,R2C18,EMPTY,Q4,EJ_1Q4,A09,,,
EJ_Assay1,B19,R2C19,EMPTY,Q3,EJ_1Q3,A10,,,
EJ_Assay1,B20,R2C20,EMPTY,Q4,EJ_1Q4,A10,,,
EJ_Assay1,B21,R2C21,EMPTY,Q3,EJ_1Q3,A11,,,
EJ_Assay1,B22,R2C22,EMPTY,Q4,EJ_1Q4,A11,,,
EJ_Assay1,B23,R2C23,EMPTY,Q3,EJ_1Q3,A12,,,
EJ_Assay1,B24,R2C24,EMPTY,Q4,EJ_1Q4,A12,,,
EJ_Assay1,C01,R3C1,EMPTY,Q1,EJ_1Q1,B01,,,
EJ_Assay1,C02,R3C2,EMPTY,Q2,EJ_1Q2,B01,,,
EJ_Assay1,C03,R3C3,Amp,Q1,EJ_1Q1,B02,DRSC04058 ,eIF2B-delta ,463
EJ_Assay1,C04,R3C4,GFP,Q2,EJ_1Q2,B02,,,
EJ_Assay1,C05,R3C5,Amp,Q1,EJ_1Q1,B03,DRSC15515 ,CG3817 ,504
EJ_Assay1,C06,R3C6,Amp,Q2,EJ_1Q2,B03,DRSC36640 ,CycC ,256
EJ_Assay1,C07,R3C7,Amp,Q1,EJ_1Q1,B04,DRSC15615 ,CG4673 ,411
EJ_Assay1,C08,R3C8,Amp,Q2,EJ_1Q2,B04,DRSC23975 ,CG13482 ,163
EJ_Assay1,C09,R3C9,Amp,Q1,EJ_1Q1,B05,DRSC02842 ,CG5343 ,553
EJ_Assay1,C10,R3C10,Amp,Q2,EJ_1Q2,B05,DRSC28729 ,CG42336 ,151
EJ_Assay1,C11,R3C11,Amp,Q1,EJ_1Q1,B06,DRSC08502 ,CG16986 ,490
EJ_Assay1,C12,R3C12,Amp,Q2,EJ_1Q2,B06,DRSC25269 ,CG32576 | CG3560 ,328
EJ_Assay1,C13,R3C13,Amp,Q1,EJ_1Q1,B07,DRSC14164 ,Spc25 ,300
EJ_Assay1,C14,R3C14,Amp,Q2,EJ_1Q2,B07,DRSC37401 ,CG10267 ,338
EJ_Assay1,C15,R3C15,Amp,Q1,EJ_1Q1,B08,DRSC18781 ,rap ,510
EJ_Assay1,C16,R3C16,Amp,Q2,EJ_1Q2,B08,DRSC38425 ,mr ,547
EJ_Assay1,C17,R3C17,Amp,Q1,EJ_1Q1,B09,DRSC21246 ,Hsp70Aa | Hsp70Ab ,495
EJ_Assay1,C18,R3C18,Amp,Q2,EJ_1Q2,B09,DRSC30675 ,CycE ,596
EJ_Assay1,C19,R3C19,Amp,Q1,EJ_1Q1,B10,DRSC05435 ,CG34236 ,910
EJ_Assay1,C20,R3C20,Amp,Q2,EJ_1Q2,B10,DRSC30719 ,raw ,251
EJ_Assay1,C21,R3C21,Rho,Q1,EJ_1Q1,B11,,,
EJ_Assay1,C22,R3C22,Amp,Q2,EJ_1Q2,B11,DRSC30801 ,Sin3A ,241
EJ_Assay1,C23,R3C23,EMPTY,Q1,EJ_1Q1,B12,,,
EJ_Assay1,C24,R3C24,EMPTY,Q2,EJ_1Q2,B12,,,
EJ_Assay1,D01,R4C1,EMPTY,Q3,EJ_1Q3,B01,,,
EJ_Assay1,D02,R4C2,EMPTY,Q4,EJ_1Q4,B01,,,
EJ_Assay1,D03,R4C3,Amp,Q3,EJ_1Q3,B02,DRSC30876 ,CycA ,282
EJ_Assay1,D04,R4C4,Amp,Q4,EJ_1Q4,B02,DRSC32146 ,Lis-1 ,239
EJ_Assay1,D05,R4C5,Amp,Q3,EJ_1Q3,B03,DRSC30932 ,alphaTub84B ,182
EJ_Assay1,D06,R4C6,Amp,Q4,EJ_1Q4,B03,DRSC32236 ,RpL10Ab ,153
EJ_Assay1,D07,R4C7,Amp,Q3,EJ_1Q3,B04,DRSC30998 ,E2f ,150
EJ_Assay1,D08,R4C8,Amp,Q4,EJ_1Q4,B04,DRSC32245 ,RpL27 ,165
EJ_Assay1,D09,R4C9,empty,Q3,EJ_1Q3,B05,,,
EJ_Assay1,D10,R4C10,Amp,Q4,EJ_1Q4,B05,DRSC32262 ,RpS30 ,178
EJ_Assay1,D11,R4C11,Amp,Q3,EJ_1Q3,B06,DRSC31315 ,TBPH ,148
EJ_Assay1,D12,R4C12,Amp,Q4,EJ_1Q4,B06,DRSC32357 ,Not1 ,160
EJ_Assay1,D13,R4C13,LacZ,Q3,EJ_1Q3,B07,,,
EJ_Assay1,D14,R4C14,Amp,Q4,EJ_1Q4,B07,DRSC32493 ,mask ,229
EJ_Assay1,D15,R4C15,Amp,Q3,EJ_1Q3,B08,DRSC31558 ,Spindly ,231
EJ_Assay1,D16,R4C16,Amp,Q4,EJ_1Q4,B08,DRSC32540 ,RpL12 ,254
EJ_Assay1,D17,R4C17,Amp,Q3,EJ_1Q3,B09,DRSC31727 ,CG30007 ,432
EJ_Assay1,D18,R4C18,Amp,Q4,EJ_1Q4,B09,DRSC32549 ,RpL19 ,183
EJ_Assay1,D19,R4C19,Amp,Q3,EJ_1Q3,B10,DRSC31867 ,RpII15 ,205
EJ_Assay1,D20,R4C20,Amp,Q4,EJ_1Q4,B10,DRSC32561 ,RpL4 ,158
EJ_Assay1,D21,R4C21,Amp,Q3,EJ_1Q3,B11,DRSC32082 ,CG6767 ,208
EJ_Assay1,D22,R4C22,Amp,Q4,EJ_1Q4,B11,DRSC32576 ,RpS13 ,134
EJ_Assay1,D23,R4C23,EMPTY,Q3,EJ_1Q3,B12,,,
EJ_Assay1,D24,R4C24,EMPTY,Q4,EJ_1Q4,B12,,,
EJ_Assay1,E01,R5C1,EMPTY,Q1,EJ_1Q1,C01,,,
EJ_Assay1,E02,R5C2,EMPTY,Q2,EJ_1Q2,C01,,,
EJ_Assay1,E03,R5C3,Amp,Q1,EJ_1Q1,C02,DRSC07679 ,scra ,489
EJ_Assay1,E04,R5C4,Amp,Q2,EJ_1Q2,C02,DRSC19398 ,feo ,513
EJ_Assay1,E05,R5C5,empty,Q1,EJ_1Q1,C03,,,
EJ_Assay1,E06,R5C6,Amp,Q2,EJ_1Q2,C03,DRSC21387 ,CG12592 | sle ,486
EJ_Assay1,E07,R5C7,Amp,Q1,EJ_1Q1,C04,DRSC16759 ,Nlp ,288
EJ_Assay1,E08,R5C8,Amp,Q2,EJ_1Q2,C04,DRSC27099 ,His3:CG33818 | His3:CG33815 | His3:CG33857 | His3:CG33833 | His3:CG33839 | His3:CG33806 | His3:CG33866 | His3:CG33863 | His-Psi:CR31754 | His3:CG33842 | His3:CG33827 | His3:CG33812 | His3:CG33860 | His3:CG33824 | His3:CG31613 | His3:CG33809 | His3:CG33848 | His3:CG33845 | His3:CG33821 | His3:CG33851 | His3:CG33830 | His3:CG33836 | His3:CG33803 | His3:CG33854 ,204
EJ_Assay1,E09,R5C9,Amp,Q1,EJ_1Q1,C05,DRSC03474 ,Vm32E ,340
EJ_Assay1,E10,R5C10,Amp,Q2,EJ_1Q2,C05,DRSC29133 ,ben ,400
EJ_Assay1,E11,R5C11,Amp,Q1,EJ_1Q1,C06,DRSC08520 ,CG17737 ,149
EJ_Assay1,E12,R5C12,Amp,Q2,EJ_1Q2,C06,DRSC40121 ,CG13078 ,404
EJ_Assay1,E13,R5C13,Amp,Q1,EJ_1Q1,C07,DRSC15518 ,RpL10Aa ,519
EJ_Assay1,E14,R5C14,Amp,Q2,EJ_1Q2,C07,DRSC37497 ,CG7691 ,213
EJ_Assay1,E15,R5C15,Amp,Q1,EJ_1Q1,C08,DRSC18796 ,Tom40 ,395
EJ_Assay1,E16,R5C16,Thread,Q2,EJ_1Q2,C08,,,
EJ_Assay1,E17,R5C17,Amp,Q1,EJ_1Q1,C09,DRSC21265 ,His2B:CG33870 | His2B:CG33868 | His2B:CG33882 | His2B:CG33894 | His2B:CG33876 | His2B:CG33892 | His2B:CG33910 | His2B:CG33898 | His2B:CG33872 | His2B:CG33908 | His2B:CG33888 | His2B:CG33902 | His2B:CG33890 | His2B:CG33886 | His2B:CG33874 | His2B:CG33884 | His2B:CG33878 | His2B:CG17949 | His2B:CG33906 | His2B:CG33904 | His2B:CG33900 | His2B:CG33880 | His2B:CG33896 ,361
EJ_Assay1,E18,R5C18,Amp,Q2,EJ_1Q2,C09,DRSC30678 ,Fs(2)Ket ,256
EJ_Assay1,E19,R5C19,GFP,Q1,EJ_1Q1,C10,,,
EJ_Assay1,E20,R5C20,Amp,Q2,EJ_1Q2,C10,DRSC30741 ,l(2)dtl ,256
EJ_Assay1,E21,R5C21,Amp,Q1,EJ_1Q1,C11,DRSC41480 ,CG34175 ,219
EJ_Assay1,E22,R5C22,Amp,Q2,EJ_1Q2,C11,DRSC30805 ,drk ,319
EJ_Assay1,E23,R5C23,EMPTY,Q1,EJ_1Q1,C12,,,
EJ_Assay1,E24,R5C24,EMPTY,Q2,EJ_1Q2,C12,,,
EJ_Assay1,F01,R6C1,EMPTY,Q3,EJ_1Q3,C01,,,
EJ_Assay1,F02,R6C2,EMPTY,Q4,EJ_1Q4,C01,,,
EJ_Assay1,F03,R6C3,Amp,Q3,EJ_1Q3,C02,DRSC30884 ,I-2 ,314
EJ_Assay1,F04,R6C4,Thread,Q4,EJ_1Q4,C02,,,
EJ_Assay1,F05,R6C5,Amp,Q3,EJ_1Q3,C03,DRSC30938 ,pxb ,200
EJ_Assay1,F06,R6C6,Amp,Q4,EJ_1Q4,C03,DRSC32237 ,RpL13A ,181
EJ_Assay1,F07,R6C7,Amp,Q3,EJ_1Q3,C04,DRSC31002 ,His4r ,171
EJ_Assay1,F08,R6C8,Amp,Q4,EJ_1Q4,C04,DRSC32250 ,RpL35A ,182
EJ_Assay1,F09,R6C9,Amp,Q3,EJ_1Q3,C05,DRSC31100 ,Myb ,472
EJ_Assay1,F10,R6C10,Amp,Q4,EJ_1Q4,C05,DRSC32263 ,RpS7 ,136
EJ_Assay1,F11,R6C11,Amp,Q3,EJ_1Q3,C06,DRSC31327 ,Int6 ,284
EJ_Assay1,F12,R6C12,Amp,Q4,EJ_1Q4,C06,DRSC32375 ,CG31111 ,218
EJ_Assay1,F13,R6C13,Amp,Q3,EJ_1Q3,C07,DRSC31415 ,Act5C ,170
EJ_Assay1,F14,R6C14,Rho,Q4,EJ_1Q4,C07,,,
EJ_Assay1,F15,R6C15,Amp,Q3,EJ_1Q3,C08,DRSC31606 ,dom ,222
EJ_Assay1,F16,R6C16,Amp,Q4,EJ_1Q4,C08,DRSC32542 ,RpL14 ,130
EJ_Assay1,F17,R6C17,Amp,Q3,EJ_1Q3,C09,DRSC31744 ,CG42457 | cpo ,160
EJ_Assay1,F18,R6C18,Amp,Q4,EJ_1Q4,C09,DRSC32550 ,RpL23 ,141
EJ_Assay1,F19,R6C19,Amp,Q3,EJ_1Q3,C10,DRSC31877 ,CG31145 ,157
EJ_Assay1,F20,R6C20,Amp,Q4,EJ_1Q4,C10,DRSC32562 ,RpL5 ,173
EJ_Assay1,F21,R6C21,Amp,Q3,EJ_1Q3,C11,DRSC32088 ,CG8636 ,137
EJ_Assay1,F22,R6C22,empty,Q4,EJ_1Q4,C11,,,
EJ_Assay1,F23,R6C23,EMPTY,Q3,EJ_1Q3,C12,,,
EJ_Assay1,F24,R6C24,EMPTY,Q4,EJ_1Q4,C12,,,
EJ_Assay1,G01,R7C1,EMPTY,Q1,EJ_1Q1,D01,,,
EJ_Assay1,G02,R7C2,EMPTY,Q2,EJ_1Q2,D01,,,
EJ_Assay1,G03,R7C3,Amp,Q1,EJ_1Q1,D02,DRSC06159 ,Arc1 ,141
EJ_Assay1,G04,R7C4,Amp,Q2,EJ_1Q2,D02,DRSC30679 ,Hel25E ,234
EJ_Assay1,G05,R7C5,Amp,Q1,EJ_1Q1,D03,DRSC15725 ,cal1 ,513
EJ_Assay1,G06,R7C6,Amp,Q2,EJ_1Q2,D03,DRSC24989 ,CG34350 ,371
EJ_Assay1,G07,R7C7,Amp,Q1,EJ_1Q1,D04,DRSC20305 ,ade5 ,500
EJ_Assay1,G08,R7C8,Amp,Q2,EJ_1Q2,D04,DRSC27375 ,RpL36A ,173
EJ_Assay1,G09,R7C9,Rho,Q1,EJ_1Q1,D05,,,
EJ_Assay1,G10,R7C10,Amp,Q2,EJ_1Q2,D05,DRSC29742 ,TfIIFbeta ,305
EJ_Assay1,G11,R7C11,Amp,Q1,EJ_1Q1,D06,DRSC09855 ,Nc73EF ,486
EJ_Assay1,G12,R7C12,Amp,Q2,EJ_1Q2,D06,DRSC40240 ,mAcR-60C ,410
EJ_Assay1,G13,R7C13,Amp,Q1,EJ_1Q1,D07,DRSC14489 ,Det ,169
EJ_Assay1,G14,R7C14,Amp,Q2,EJ_1Q2,D07,DRSC37657 ,stwl ,438
EJ_Assay1,G15,R7C15,Amp,Q1,EJ_1Q1,D08,DRSC19599 ,CG14414 ,252
EJ_Assay1,G16,R7C16,Amp,Q2,EJ_1Q2,D08,DRSC30626 ,chinmo ,318
EJ_Assay1,G17,R7C17,empty,Q1,EJ_1Q1,D09,,,
EJ_Assay1,G18,R7C18,Amp,Q2,EJ_1Q2,D09,DRSC30681 ,His3.3A ,157
EJ_Assay1,G19,R7C19,Amp,Q1,EJ_1Q1,D10,DRSC17635 ,CG34104 ,131
EJ_Assay1,G20,R7C20,Amp,Q2,EJ_1Q2,D10,DRSC30763 ,ACC ,328
EJ_Assay1,G21,R7C21,Amp,Q1,EJ_1Q1,D11,DRSC41548 ,l(1)dd4 ,393
EJ_Assay1,G22,R7C22,Amp,Q2,EJ_1Q2,D11,DRSC30823 ,Klp61F ,252
EJ_Assay1,G23,R7C23,EMPTY,Q1,EJ_1Q1,D12,,,
EJ_Assay1,G24,R7C24,EMPTY,Q2,EJ_1Q2,D12,,,
EJ_Assay1,H01,R8C1,EMPTY,Q3,EJ_1Q3,D01,,,
EJ_Assay1,H02,R8C2,EMPTY,Q4,EJ_1Q4,D01,,,
EJ_Assay1,H03,R8C3,empty,Q3,EJ_1Q3,D02,,,
EJ_Assay1,H04,R8C4,Amp,Q4,EJ_1Q4,D02,DRSC32156 ,Mys45A ,234
EJ_Assay1,H05,R8C5,Amp,Q3,EJ_1Q3,D03,DRSC30969 ,CG43073 ,207
EJ_Assay1,H06,R8C6,LacZ,Q4,EJ_1Q4,D03,,,
EJ_Assay1,H07,R8C7,Amp,Q3,EJ_1Q3,D04,DRSC31007 ,Pp1-87B ,274
EJ_Assay1,H08,R8C8,Amp,Q4,EJ_1Q4,D04,DRSC32252 ,RpL38 ,216
EJ_Assay1,H09,R8C9,Amp,Q3,EJ_1Q3,D05,DRSC31120 ,Pp4-19C ,203
EJ_Assay1,H10,R8C10,Amp,Q4,EJ_1Q4,D05,DRSC32270 ,bgm ,214
EJ_Assay1,H11,R8C11,Amp,Q3,EJ_1Q3,D06,DRSC31337 ,RnrL ,302
EJ_Assay1,H12,R8C12,Amp,Q4,EJ_1Q4,D06,DRSC32424 ,CG6015 ,345
EJ_Assay1,H13,R8C13,Amp,Q3,EJ_1Q3,D07,DRSC31419 ,Act88F ,220
EJ_Assay1,H14,R8C14,Amp,Q4,EJ_1Q4,D07,DRSC32495 ,MBD-R2 ,275
EJ_Assay1,H15,R8C15,Amp,Q3,EJ_1Q3,D08,DRSC31612 ,Fad2 ,225
EJ_Assay1,H16,R8C16,Amp,Q4,EJ_1Q4,D08,DRSC32543 ,RpL15 ,213
EJ_Assay1,H17,R8C17,Amp,Q3,EJ_1Q3,D09,DRSC31779 ,Slu7 ,156
EJ_Assay1,H18,R8C18,Amp,Q4,EJ_1Q4,D09,DRSC32551 ,RpL3 ,131
EJ_Assay1,H19,R8C19,Amp,Q3,EJ_1Q3,D10,DRSC31955 ,betaTub85D ,234
EJ_Assay1,H20,R8C20,Amp,Q4,EJ_1Q4,D10,DRSC32563 ,RpL7A ,212
EJ_Assay1,H21,R8C21,Amp,Q3,EJ_1Q3,D11,DRSC32096 ,CG9769 ,151
EJ_Assay1,H22,R8C22,Amp,Q4,EJ_1Q4,D11,DRSC32593 ,RpS3A ,226
EJ_Assay1,H23,R8C23,EMPTY,Q3,EJ_1Q3,D12,,,
EJ_Assay1,H24,R8C24,EMPTY,Q4,EJ_1Q4,D12,,,
EJ_Assay1,I01,R9C1,EMPTY,Q1,EJ_1Q1,E01,,,
EJ_Assay1,I02,R9C2,EMPTY,Q2,EJ_1Q2,E01,,,
EJ_Assay1,I03,R9C3,Amp,Q1,EJ_1Q1,E02,DRSC06656 ,mars ,510
EJ_Assay1,I04,R9C4,Amp,Q2,EJ_1Q2,E02,DRSC41162 ,Cam ,200
EJ_Assay1,I05,R9C5,Amp,Q1,EJ_1Q1,E03,DRSC16454 ,Irc ,510
EJ_Assay1,I06,R9C6,Amp,Q2,EJ_1Q2,E03,DRSC25734 ,retinin ,232
EJ_Assay1,I07,R9C7,Amp,Q1,EJ_1Q1,E04,DRSC00404 ,CG15390 ,508
EJ_Assay1,I08,R9C8,Amp,Q2,EJ_1Q2,E04,DRSC27837 ,Su(var)3-9 ,159
EJ_Assay1,I09,R9C9,Amp,Q1,EJ_1Q1,E05,DRSC04340 ,CG3162 ,478
EJ_Assay1,I10,R9C10,Amp,Q2,EJ_1Q2,E05,DRSC29969 ,CG4933 ,376
EJ_Assay1,I11,R9C11,Amp,Q1,EJ_1Q1,E06,DRSC12366 ,RpII18 ,455
EJ_Assay1,I12,R9C12,Amp,Q2,EJ_1Q2,E06,DRSC39449 ,CG1746 ,266
EJ_Assay1,I13,R9C13,Amp,Q1,EJ_1Q1,E07,DRSC15494 ,CG3534 ,518
EJ_Assay1,I14,R9C14,Amp,Q2,EJ_1Q2,E07,DRSC38373 ,CSN5 ,416
EJ_Assay1,I15,R9C15,Amp,Q1,EJ_1Q1,E08,DRSC20138 ,Aats-arg ,513
EJ_Assay1,I16,R9C16,Amp,Q2,EJ_1Q2,E08,DRSC30654 ,CG13779 ,147
EJ_Assay1,I17,R9C17,Amp,Q1,EJ_1Q1,E09,DRSC00074 ,Rrp40 ,137
EJ_Assay1,I18,R9C18,Amp,Q2,EJ_1Q2,E09,DRSC30714 ,fzy ,207
EJ_Assay1,I19,R9C19,Amp,Q1,EJ_1Q1,E10,DRSC41287 ,borr ,258
EJ_Assay1,I20,R9C20,Amp,Q2,EJ_1Q2,E10,DRSC30786 ,dup ,316
EJ_Assay1,I21,R9C21,LacZ,Q1,EJ_1Q1,E11,,,
EJ_Assay1,I22,R9C22,Amp,Q2,EJ_1Q2,E11,DRSC30839 ,CTPsyn ,416
EJ_Assay1,I23,R9C23,EMPTY,Q1,EJ_1Q1,E12,,,
EJ_Assay1,I24,R9C24,EMPTY,Q2,EJ_1Q2,E12,,,
EJ_Assay1,J01,R10C1,EMPTY,Q3,EJ_1Q3,E01,,,
EJ_Assay1,J02,R10C2,EMPTY,Q4,EJ_1Q4,E01,,,
EJ_Assay1,J03,R10C3,Amp,Q3,EJ_1Q3,E02,DRSC30895 ,Pka-C3 ,149
EJ_Assay1,J04,R10C4,Amp,Q4,EJ_1Q4,E02,DRSC32177 ,Prosalpha7 ,228
EJ_Assay1,J05,R10C5,Rho,Q3,EJ_1Q3,E03,,,
EJ_Assay1,J06,R10C6,Amp,Q4,EJ_1Q4,E03,DRSC32239 ,RpL17 ,151
EJ_Assay1,J07,R10C7,Thread,Q3,EJ_1Q3,E04,,,
EJ_Assay1,J08,R10C8,Amp,Q4,EJ_1Q4,E04,DRSC32254 ,RpL6 ,167
EJ_Assay1,J09,R10C9,Amp,Q3,EJ_1Q3,E05,DRSC31146 ,Tango7 ,202
EJ_Assay1,J10,R10C10,Amp,Q4,EJ_1Q4,E05,DRSC32280 ,CG8801 ,308
EJ_Assay1,J11,R10C11,Amp,Q3,EJ_1Q3,E06,DRSC31384 ,Pka-C2 ,228
EJ_Assay1,J12,R10C12,Amp,Q4,EJ_1Q4,E06,DRSC32428 ,Spn28D ,251
EJ_Assay1,J13,R10C13,empty,Q3,EJ_1Q3,E07,,,
EJ_Assay1,J14,R10C14,Amp,Q4,EJ_1Q4,E07,DRSC32515 ,RpS21 ,219
EJ_Assay1,J15,R10C15,Amp,Q3,EJ_1Q3,E08,DRSC31664 ,RpL40 ,183
EJ_Assay1,J16,R10C16,LacZ,Q4,EJ_1Q4,E08,,,
EJ_Assay1,J17,R10C17,Amp,Q3,EJ_1Q3,E09,DRSC31811 ,RpII140 ,444
EJ_Assay1,J18,R10C18,Amp,Q4,EJ_1Q4,E09,DRSC32554 ,RpL32 ,167
EJ_Assay1,J19,R10C19,Amp,Q3,EJ_1Q3,E10,DRSC31973 ,pUf68 ,200
EJ_Assay1,J20,R10C20,Amp,Q4,EJ_1Q4,E10,DRSC32570 ,RpLP0 ,206
EJ_Assay1,J21,R10C21,Amp,Q3,EJ_1Q3,E11,DRSC32108 ,eIF-2beta ,151
EJ_Assay1,J22,R10C22,Amp,Q4,EJ_1Q4,E11,DRSC32610 ,slmb ,352
EJ_Assay1,J23,R10C23,EMPTY,Q3,EJ_1Q3,E12,,,
EJ_Assay1,J24,R10C24,EMPTY,Q4,EJ_1Q4,E12,,,
EJ_Assay1,K01,R11C1,EMPTY,Q1,EJ_1Q1,F01,,,
EJ_Assay1,K02,R11C2,EMPTY,Q2,EJ_1Q2,F01,,,
EJ_Assay1,K03,R11C3,Amp,Q1,EJ_1Q1,F02,DRSC06532 ,abba ,512
EJ_Assay1,K04,R11C4,Amp,Q2,EJ_1Q2,F02,DRSC41223 ,Ggamma30A ,182
EJ_Assay1,K05,R11C5,Amp,Q1,EJ_1Q1,F03,DRSC16679 ,Gdh ,429
EJ_Assay1,K06,R11C6,Amp,Q2,EJ_1Q2,F03,DRSC24702 ,CG11905 ,446
EJ_Assay1,K07,R11C7,Amp,Q1,EJ_1Q1,F04,DRSC00584 ,CG3246 ,488
EJ_Assay1,K08,R11C8,Amp,Q2,EJ_1Q2,F04,DRSC28066 ,CR32661 ,433
EJ_Assay1,K09,R11C9,Amp,Q1,EJ_1Q1,F05,DRSC04462 ,CG4324 ,351
EJ_Assay1,K10,R11C10,Amp,Q2,EJ_1Q2,F05,DRSC39028 ,CG42288 ,361
EJ_Assay1,K11,R11C11,Thread,Q1,EJ_1Q1,F06,,,
EJ_Assay1,K12,R11C12,Amp,Q2,EJ_1Q2,F06,DRSC39608 ,mnd ,591
EJ_Assay1,K13,R11C13,Amp,Q1,EJ_1Q1,F07,DRSC16800 ,Pros28.1A ,489
EJ_Assay1,K14,R11C14,GFP,Q2,EJ_1Q2,F07,,,
EJ_Assay1,K15,R11C15,Amp,Q1,EJ_1Q1,F08,DRSC20015 ,CCKLR-17D3 ,130
EJ_Assay1,K16,R11C16,Amp,Q2,EJ_1Q2,F08,DRSC30661 ,cdc23 ,215
EJ_Assay1,K17,R11C17,Amp,Q1,EJ_1Q1,F09,DRSC01011 ,Bsg ,157
EJ_Assay1,K18,R11C18,Rho,Q2,EJ_1Q2,F09,,,
EJ_Assay1,K19,R11C19,Amp,Q1,EJ_1Q1,F10,DRSC41305 ,CG13742 ,235
EJ_Assay1,K20,R11C20,Amp,Q2,EJ_1Q2,F10,DRSC30792 ,Dp ,239
EJ_Assay1,K21,R11C21,Amp,Q1,EJ_1Q1,F11,DRSC41558 ,Cdk8 ,339
EJ_Assay1,K22,R11C22,Amp,Q2,EJ_1Q2,F11,DRSC30870 ,MED4 ,178
EJ_Assay1,K23,R11C23,EMPTY,Q1,EJ_1Q1,F12,,,
EJ_Assay1,K24,R11C24,EMPTY,Q2,EJ_1Q2,F12,,,
EJ_Assay1,L01,R12C1,EMPTY,Q3,EJ_1Q3,F01,,,
EJ_Assay1,L02,R12C2,EMPTY,Q4,EJ_1Q4,F01,,,
EJ_Assay1,L03,R12C3,Amp,Q3,EJ_1Q3,F02,DRSC30901 ,brm ,237
EJ_Assay1,L04,R12C4,Amp,Q4,EJ_1Q4,F02,DRSC32219 ,Tektin-C ,275
EJ_Assay1,L05,R12C5,Amp,Q3,EJ_1Q3,F03,DRSC30977 ,CG5844 ,188
EJ_Assay1,L06,R12C6,Amp,Q4,EJ_1Q4,F03,DRSC32240 ,RpL21 ,170
EJ_Assay1,L07,R12C7,Amp,Q3,EJ_1Q3,F04,DRSC31014 ,alphaTub85E ,198
