Plate,Well,Cell_cnt,Large_nuc_ratio,Nofoci_cell_cnt,Nofoci_cell_ratio,Green_cell_cnt,Red_cell_cnt,Mean_green_foci_cnt,Mean_red_foci_cnt,Green_1foci_ratio,Green_2foci_ratio,Green_3_foci_ratio,Green_4foci_ratio,Green_5+foci_ratio,Red_1foci_ratio,Red_2foci_ratio,Red_3_foci_ratio,Red_4foci_ratio,Red_5+foci_ratio,Green_far_foci_ratio,Red_far_foci_ratio,Total_far_foci_ratio,1R1G_nuc_ratio,1R1G_touch_nuc_ratio,Avg_Green_mean_dist,Avg_Green_std_dist,Max_Green_mean_dist,Max_Green_std_dist,Avg_Red_mean_dist,Avg_Red_std_dist,Max_Red_mean_dist,Max_Red_std_dist,Avg_All_mean_dist,Avg_All_std_dist,Max_All_mean_dist,Max_All_std_dist,Avg_RG_mean_dist,Avg_RG_std_dist,Min_RG_mean_dist,Min_RG_std_dist,Max_RG_mean_dist,Max_RG_std_dist,Avg_green_periphery_mean_dist,Avg_green_periphery_std_dist,Min_green_periphery_mean_dist,Min_green_periphery_std_dist,Avg_red_periphery_mean_dist,Avg_red_periphery_std_dist,Min_red_periphery_mean_dist,Min_red_periphery_std_dist,Avg_Green_mean_dist_norm,Avg_Green_std_dist_norm,Max_Green_mean_dist_norm,Max_Green_std_dist_norm,Avg_Red_mean_dist_norm,Avg_Red_std_dist_norm,Max_Red_mean_dist_norm,Max_Red_std_dist_norm,Avg_All_mean_dist_norm,Avg_All_std_dist_norm,Max_All_mean_dist_norm,Max_All_std_dist_norm,Avg_RG_mean_dist_norm,Avg_RG_std_dist_norm,Min_RG_mean_dist_norm,Min_RG_std_dist_norm,Max_RG_mean_dist_norm,Max_RG_std_dist_norm,Avg_green_periphery_mean_dist_norm,Avg_green_periphery_std_dist_norm,Min_green_periphery_mean_dist_norm,Min_green_periphery_std_dist_norm,Avg_red_periphery_mean_dist_norm,Avg_red_periphery_std_dist_norm,Min_red_periphery_mean_dist_norm,Min_red_periphery_std_dist_norm
P1C6,R12C23,850,0.071685,266,0.23835,706,727,1.2025,1.359,0.81586,0.16572,0.018414,0,0,0.69876,0.25309,0.038514,0.0096286,0,0.012748,0.034388,0.028674,0.28853,0.29193,0.39098,0.87719,0.40191,0.90539,0.64382,1.0556,0.6798,1.1363,1.4429,1.0804,1.7155,1.3767,1.9201,0.84213,1.6052,0.84377,2.2446,1.0825,1.0682,0.64985,0.99127,0.66221,1.2246,0.59101,1.0895,0.62063,0.061395,0.13721,0.063066,0.14134,0.10048,0.16289,0.10563,0.17293,0.23299,0.1717,0.27508,0.2121,0.30963,0.12801,0.26068,0.13493,0.3599,0.15779,0.34476,0.2007,0.32054,0.20732,0.39525,0.18066,0.35318,0.19473
P1C6,R12C24,715,0.044762,335,0.31905,597,578,1.1608,1.3391,0.85092,0.13735,0.011725,0,0,0.70934,0.2474,0.038062,0.0051903,0,0.0083752,0.019031,0.015238,0.25524,0.38806,0.3031,0.7548,0.30879,0.77304,0.58021,0.96343,0.61228,1.0316,1.2886,1.0646,1.5051,1.2978,1.799,0.85161,1.5179,0.86187,2.0808,1.0514,1.0177,0.61373,0.95442,0.6199,1.2122,0.56309,1.0898,0.58402,0.048523,0.12038,0.049439,0.1233,0.094159,0.15576,0.099421,0.16725,0.2141,0.17435,0.2491,0.20998,0.29826,0.13533,0.2531,0.1404,0.34354,0.16387,0.33846,0.2,0.31852,0.20444,0.40299,0.17901,0.36327,0.18874
P1C6,R13C1,656,0.099558,248,0.27434,515,587,1.1709,1.3748,0.84272,0.14563,0.0097087,0.0019417,0,0.67973,0.27087,0.045997,0.0017036,0.0017036,0.013592,0.035775,0.029867,0.2677,0.2686,0.36714,0.90285,0.37646,0.93495,0.70796,1.1072,0.75094,1.2178,1.481,1.1172,1.7586,1.4106,1.9815,0.84023,1.6499,0.87264,2.3259,1.0901,1.1991,0.67123,1.1256,0.68946,1.3659,0.60051,1.2137,0.65117,0.056939,0.14032,0.05844,0.14603,0.10768,0.16615,0.11398,0.18155,0.23212,0.17222,0.27433,0.21319,0.30917,0.12544,0.25873,0.13427,0.3616,0.15906,0.37676,0.20598,0.35378,0.21192,0.42949,0.18298,0.3835,0.20247
P1C6,R13C2,829,0.074318,234,0.22013,671,737,1.1565,1.3066,0.85246,0.1386,0.0089419,0,0,0.73406,0.22931,0.032564,0.0040706,0,0.010432,0.035278,0.030103,0.33584,0.31653,0.303,0.76856,0.30574,0.77518,0.58051,1.0214,0.61269,1.1032,1.4535,1.0276,1.6772,1.2627,1.8656,0.81307,1.6063,0.83423,2.1319,1.004,1.0593,0.66966,0.99674,0.67903,1.2616,0.60833,1.1393,0.64194,0.047227,0.11903,0.047658,0.12009,0.089948,0.15657,0.094756,0.16824,0.2335,0.16318,0.26804,0.19585,0.29892,0.12691,0.25886,0.13451,0.33994,0.15099,0.33709,0.20311,0.3175,0.20745,0.40523,0.18451,0.36749,0.19855
P1C6,R13C3,739,0.085914,262,0.26174,617,640,1.1588,1.3125,0.84603,0.14911,0.0048622,0,0,0.72031,0.24844,0.029687,0.0015625,0,0.012966,0.017188,0.016983,0.31469,0.25714,0.33317,0.82508,0.3378,0.84451,0.57783,0.99029,0.59832,1.0349,1.4526,1.0469,1.6741,1.2781,1.9153,0.7998,1.6734,0.825,2.1688,0.98084,1.014,0.64468,0.93879,0.65323,1.2775,0.59008,1.1597,0.63223,0.050766,0.12394,0.051386,0.12612,0.088838,0.15054,0.091933,0.15704,0.22848,0.16282,0.26203,0.1937,0.30089,0.12185,0.26411,0.12974,0.3392,0.14296,0.31914,0.19624,0.29608,0.19998,0.40187,0.17513,0.3656,0.19112
P1C6,R13C4,377,0.050193,141,0.2722,319,346,1.1317,1.2514,0.87461,0.12226,0,0.0031348,0,0.77746,0.19653,0.023121,0.0028902,0,0.0062696,0.023121,0.017375,0.36293,0.42553,0.25716,0.71917,0.25973,0.72697,0.45676,0.91747,0.47732,0.98273,1.3029,0.90951,1.4794,1.095,1.5801,0.71842,1.3822,0.7537,1.795,0.88726,1.1421,0.63522,1.0827,0.64891,1.3295,0.51894,1.2508,0.55244,0.041736,0.11504,0.042165,0.1164,0.076456,0.15296,0.079545,0.16147,0.22435,0.1554,0.25373,0.18317,0.2722,0.12405,0.23937,0.13303,0.30754,0.14563,0.39414,0.21861,0.375,0.22425,0.46304,0.18981,0.43715,0.20238
P1C6,R13C5,653,0.022548,234,0.26381,536,576,1.1772,1.2604,0.83209,0.16045,0.005597,0.0018657,0,0.76389,0.21181,0.024306,0,0,0.014925,0.0086806,0.013529,0.31793,0.29078,0.36514,0.86573,0.37068,0.88145,0.47066,0.89725,0.48209,0.92111,1.3937,1.031,1.5964,1.211,1.8014,0.79753,1.5633,0.86987,2.0469,0.9187,1.0655,0.62877,0.99499,0.64234,1.2973,0.57894,1.2057,0.61068,0.059203,0.1391,0.059968,0.14092,0.076972,0.14559,0.078787,0.14924,0.23071,0.1696,0.26361,0.19685,0.29673,0.12833,0.25793,0.14193,0.33674,0.14586,0.35089,0.20165,0.32812,0.20764,0.42754,0.18204,0.39784,0.19429
P1C6,R13C6,835,0.059908,250,0.23041,699,736,1.1102,1.3016,0.89413,0.10157,0.0042918,0,0,0.74185,0.22011,0.032609,0.0054348,0,0.014306,0.035326,0.03318,0.35668,0.28941,0.23482,0.72734,0.23727,0.73709,0.55985,1.0297,0.5964,1.1306,1.4355,1.0676,1.6429,1.2996,1.8396,0.85642,1.617,0.87132,2.0594,1.0274,1.0742,0.66446,1.0313,0.67675,1.2417,0.59798,1.1376,0.63126,0.037545,0.11688,0.03792,0.1183,0.08816,0.16018,0.093715,0.17501,0.23383,0.17273,0.26661,0.20661,0.29937,0.13702,0.26457,0.14214,0.33368,0.15885,0.35233,0.21994,0.33882,0.22487,0.40617,0.19536,0.37351,0.20849
P1C6,R13C7,222,0.52744,106,0.32317,165,196,1.3515,1.852,0.72121,0.22424,0.042424,0.0060606,0.0060606,0.58163,0.20918,0.11224,0.056122,0.040816,0.11515,0.25,0.17378,0.18902,0.24194,0.92383,1.7609,1.0534,2.2164,1.4847,2.088,1.8806,2.7653,2.2962,1.9793,3.0669,2.9725,3.1336,1.8564,2.2196,1.5795,4.0585,2.7675,1.36,0.88075,1.2078,0.88448,1.4814,0.72865,1.2105,0.7591,0.11759,0.23502,0.13399,0.30253,0.1847,0.2636,0.23125,0.34509,0.30451,0.26151,0.40027,0.38483,0.4168,0.24588,0.30464,0.21998,0.53025,0.35363,0.3578,0.24021,0.31849,0.23477,0.40176,0.21667,0.33698,0.23379
P1C6,R13C8,845,0.047798,222,0.20806,710,749,1.1183,1.3057,0.89296,0.098592,0.0056338,0.0028169,0,0.7263,0.24166,0.032043,0,0,0.0084507,0.022697,0.020619,0.37207,0.30479,0.22377,0.67974,0.23123,0.70926,0.56015,0.98275,0.58401,1.0424,1.4237,1.0201,1.6243,1.2194,1.7923,0.7959,1.5541,0.82627,2.0238,0.95907,1.0603,0.64852,1.0182,0.65804,1.266,0.57237,1.1527,0.61038,0.036288,0.11039,0.03748,0.11503,0.090036,0.1557,0.093798,0.16467,0.23394,0.165,0.26649,0.1964,0.29526,0.12793,0.25669,0.13488,0.33279,0.15231,0.34836,0.20741,0.3346,0.21135,0.41643,0.18055,0.38006,0.1955
P1C6,R13C9,760,0.090081,228,0.23077,634,662,1.1877,1.3384,0.83281,0.15142,0.012618,0.0015773,0.0015773,0.70997,0.25076,0.031722,0.0060423,0.0015106,0.014196,0.02719,0.024291,0.31073,0.31922,0.35702,0.85746,0.36987,0.89902,0.58659,0.9919,0.62467,1.1088,1.4185,1.0594,1.6687,1.3374,1.8607,0.85298,1.5671,0.88019,2.1528,1.0899,1.0709,0.67102,1.0013,0.67962,1.349,0.60152,1.2347,0.63319,0.054458,0.12957,0.056203,0.13445,0.090957,0.1517,0.096045,0.16437,0.22639,0.16618,0.26432,0.20217,0.29568,0.12885,0.25109,0.13791,0.33994,0.15621,0.33948,0.20357,0.31814,0.20856,0.42972,0.18092,0.3946,0.19473
P1C6,R13C10,583,0.044615,67,0.10308,493,547,1.2394,1.479,0.7789,0.20284,0.018256,0,0,0.60695,0.3181,0.063985,0.010969,0,0.026369,0.040219,0.046154,0.31846,0.33333,0.48577,1.0183,0.50208,1.0594,0.85043,1.1491,0.90107,1.2381,1.5304,0.95269,1.8824,1.3034,1.7716,0.77586,1.3948,0.77035,2.1598,1.0896,0.93323,0.61169,0.84433,0.61592,1.1234,0.4967,0.96235,0.53558,0.079858,0.16884,0.082453,0.17496,0.14207,0.19018,0.1502,0.20378,0.26259,0.16093,0.3209,0.21343,0.3032,0.12681,0.24053,0.132,0.36751,0.17259,0.31769,0.19694,0.28874,0.20135,0.38815,0.16867,0.33399,0.18615
P1C6,R13C11,295,0.0401,104,0.26065,257,273,1.1751,1.2857,0.83658,0.15175,0.011673,0,0,0.7326,0.24908,0.018315,0,0,0.0077821,0.010989,0.012531,0.3584,0.41958,0.34334,0.81674,0.34938,0.83429,0.54761,0.94798,0.55852,0.9713,1.352,0.91283,1.5741,1.1228,1.6289,0.72883,1.3706,0.79019,1.8926,0.88686,1.1193,0.64287,1.0469,0.65841,1.3074,0.53635,1.2,0.56615,0.05446,0.12939,0.05528,0.13139,0.087275,0.15147,0.089021,0.15516,0.22339,0.14918,0.25882,0.18026,0.26969,0.1179,0.22822,0.13068,0.31198,0.14028,0.36888,0.20073,0.3458,0.20779,0.43171,0.16949,0.3975,0.18264
P1C6,R13C12,582,0.044032,281,0.32561,476,489,1.1492,1.2965,0.86345,0.12815,0.0063025,0,0.0021008,0.74233,0.22086,0.034765,0.002045,0,0.0084034,0.018405,0.011587,0.26767,0.35498,0.29409,0.79501,0.3066,0.86487,0.52772,0.94721,0.54918,0.9994,1.2826,1.0361,1.4856,1.2619,1.7712,0.78185,1.502,0.81833,2.0336,0.96888,1.0305,0.66106,0.98643,0.66968,1.3271,0.5615,1.2102,0.60558,0.046121,0.12164,0.047664,0.12844,0.083137,0.14743,0.086236,0.15402,0.20857,0.16626,0.2406,0.19797,0.28824,0.12285,0.24568,0.13243,0.3298,0.14681,0.33725,0.21042,0.32322,0.21365,0.43053,0.16982,0.39401,0.18841
P1C6,R13C13,792,0.067515,230,0.22505,682,673,1.195,1.4279,0.81965,0.16569,0.014663,0,0,0.65825,0.26597,0.065379,0.010401,0,0.021994,0.046062,0.041096,0.28376,0.27931,0.42174,0.97135,0.43287,1.0009,0.72202,1.0783,0.78498,1.2134,1.5026,1.1043,1.8232,1.4268,1.9441,0.86975,1.5749,0.91245,2.315,1.1263,1.1296,0.69942,1.0507,0.72342,1.3624,0.57331,1.1914,0.62992,0.066727,0.15344,0.068347,0.15738,0.11387,0.16951,0.12318,0.18783,0.24412,0.17846,0.29464,0.22588,0.31505,0.13764,0.25725,0.1484,0.3733,0.17317,0.3641,0.2135,0.33939,0.2236,0.44257,0.17532,0.38924,0.19934
P1C6,R13C14,166,0.093137,38,0.18627,122,156,1.2623,1.3782,0.77049,0.19672,0.032787,0,0,0.69872,0.25,0.032051,0.012821,0.0064103,0.02459,0.076923,0.073529,0.30392,0.3871,0.49148,0.97232,0.52079,1.0691,0.69941,1.225,0.75092,1.3309,1.5383,1.2164,1.8425,1.5358,1.8773,0.97003,1.5215,0.97199,2.2057,1.2056,1.2301,0.63478,1.136,0.67574,1.5224,0.55128,1.3808,0.64682,0.081351,0.15984,0.085989,0.17421,0.11423,0.19828,0.12173,0.21138,0.25692,0.19683,0.30607,0.24354,0.31176,0.15011,0.25465,0.15688,0.36439,0.18154,0.40943,0.19861,0.37792,0.21312,0.5135,0.17183,0.46772,0.20845
P1C6,R13C15,693,0.044146,349,0.33493,586,578,1.1724,1.2924,0.83618,0.15529,0.0085324,0,0,0.74567,0.21972,0.031142,0.0034602,0,0.022184,0.017301,0.022073,0.27063,0.30496,0.3771,0.89744,0.38413,0.91852,0.51162,0.93491,0.54022,1.0155,1.4018,1.1249,1.6243,1.3574,1.9203,0.89598,1.6579,0.92403,2.1875,1.0685,1.0068,0.65256,0.93449,0.66983,1.2694,0.59503,1.1691,0.6209,0.060528,0.14427,0.061676,0.14793,0.079521,0.14407,0.083734,0.15496,0.22472,0.17644,0.25957,0.21046,0.30699,0.13402,0.26569,0.14215,0.349,0.15858,0.32656,0.20736,0.3036,0.21391,0.40829,0.18346,0.3772,0.19408
P1C6,R13C16,373,0.073418,22,0.055696,343,362,1.2595,1.2265,0.77551,0.19242,0.029155,0.0029155,0,0.79834,0.17956,0.019337,0.0027624,0,0.014577,0.013812,0.022785,0.50633,0.37,0.46691,0.92008,0.48772,0.96912,0.42396,0.90184,0.43607,0.92964,1.5821,0.83883,1.847,1.0786,1.7053,0.73862,1.447,0.76249,1.959,0.94567,1.1271,0.65354,1.0197,0.67281,1.5407,0.55498,1.4573,0.6001,0.074199,0.1457,0.077409,0.153,0.068655,0.1467,0.070509,0.15063,0.26523,0.14311,0.30785,0.17782,0.28495,0.12521,0.24375,0.13213,0.32527,0.15258,0.36798,0.2006,0.334,0.20957,0.51119,0.17154,0.48463,0.19148
P1C6,R13C17,727,0.06673,322,0.30696,602,618,1.1096,1.2718,0.89535,0.099668,0.0049834,0,0,0.76375,0.21359,0.014563,0.0048544,0.0032362,0.011628,0.019417,0.017159,0.31077,0.33742,0.23414,0.75646,0.24013,0.78942,0.47847,0.93915,0.50423,1.0284,1.3041,1.0225,1.4864,1.2529,1.7674,0.75598,1.5447,0.76547,1.9915,0.94673,1.1241,0.68808,1.079,0.70088,1.2976,0.58882,1.2131,0.61031,0.036918,0.11703,0.03767,0.12021,0.076246,0.14623,0.079889,0.15691,0.21178,0.164,0.2404,0.19663,0.2859,0.11826,0.25104,0.12362,0.32095,0.143,0.36153,0.20981,0.34712,0.21482,0.42061,0.18006,0.39363,0.18942
P1C6,R13C18,822,0.039146,302,0.26868,693,692,1.1472,1.3786,0.86291,0.12698,0.010101,0,0,0.68208,0.26156,0.052023,0.0043353,0,0.007215,0.046243,0.031139,0.28203,0.33754,0.28373,0.74837,0.28977,0.7661,0.704,1.1204,0.75297,1.2249,1.3493,1.0694,1.6064,1.3546,1.8013,0.83628,1.4944,0.84778,2.1185,1.0714,1.0656,0.63362,1.0123,0.6465,1.2823,0.57841,1.1503,0.6246,0.047286,0.12313,0.048231,0.12568,0.11644,0.18381,0.12445,0.20067,0.22703,0.1801,0.26993,0.22658,0.30349,0.14189,0.25231,0.14526,0.35636,0.1791,0.35933,0.21073,0.34129,0.21559,0.42623,0.18062,0.38307,0.19966
P1C6,R13C19,779,0.024954,303,0.28004,653,660,1.144,1.3076,0.85911,0.13783,0.0030628,0,0,0.72879,0.23788,0.030303,0.0030303,0,0.0045942,0.015152,0.012015,0.30869,0.32036,0.27875,0.72623,0.27947,0.72765,0.52393,0.90125,0.55117,0.96849,1.2932,1.0286,1.493,1.2291,1.7654,0.81368,1.5168,0.85057,2.0155,0.96027,1.0172,0.60871,0.95317,0.62412,1.2283,0.55574,1.1288,0.57616,0.046284,0.12068,0.046431,0.12104,0.08644,0.14783,0.090645,0.15728,0.21792,0.17199,0.25079,0.20321,0.29804,0.13487,0.25698,0.1431,0.3393,0.15653,0.34222,0.20009,0.3211,0.20616,0.41182,0.17488,0.37924,0.18504
P1C6,R13C20,496,0.23647,206,0.29345,407,427,1.2654,1.4473,0.78624,0.16953,0.036855,0.007371,0,0.66745,0.23653,0.079625,0.014052,0.0023419,0.078624,0.1007,0.086895,0.24929,0.26286,0.64691,1.4269,0.71099,1.6124,0.8621,1.3896,0.96945,1.6086,1.6441,1.3202,2.0555,1.8403,2.1283,0.94895,1.6113,0.89176,2.6596,1.529,1.1413,0.67467,1.0443,0.70007,1.3915,0.58946,1.2467,0.626,0.092744,0.19959,0.10114,0.22173,0.12615,0.20106,0.14104,0.22942,0.24822,0.19392,0.30687,0.2596,0.32234,0.13484,0.24882,0.13953,0.39779,0.20506,0.34804,0.19926,0.32036,0.20898,0.42929,0.1812,0.38727,0.19594
P1C6,R13C21,381,0.068362,248,0.39428,299,316,1.1371,1.3133,0.8796,0.10702,0.010033,0.0033445,0,0.75316,0.20253,0.028481,0.0094937,0.0063291,0.016722,0.041139,0.023847,0.2496,0.26752,0.26884,0.80524,0.27919,0.83716,0.52939,1.0141,0.57812,1.1498,1.2737,1.1189,1.4528,1.3486,1.8353,0.87313,1.5795,0.92943,2.0766,1.0548,1.1096,0.63822,1.0671,0.64213,1.2952,0.56217,1.2111,0.59844,0.047356,0.14877,0.048994,0.15293,0.089833,0.17363,0.09805,0.19685,0.21908,0.19421,0.24952,0.23358,0.31204,0.14525,0.26825,0.155,0.3531,0.17732,0.3789,0.21576,0.36445,0.21615,0.44311,0.18999,0.41479,0.20266
P1C6,R13C22,467,0.058908,229,0.32902,345,403,1.2058,1.4243,0.81159,0.17101,0.017391,0,0,0.67742,0.25062,0.049628,0.01737,0.0049628,0.028986,0.054591,0.04454,0.20115,0.32857,0.43409,0.99023,0.44263,1.0085,0.71653,1.1453,0.79671,1.3471,1.333,1.1827,1.6432,1.563,1.8944,0.9232,1.4899,0.92463,2.304,1.2326,1.1398,0.6049,1.0628,0.62828,1.3973,0.51142,1.2772,0.57555,0.07225,0.16356,0.073608,0.16619,0.1213,0.19648,0.13457,0.2298,0.22725,0.20009,0.2791,0.26302,0.32364,0.15322,0.25533,0.15656,0.39269,0.20441,0.39094,0.20559,0.36536,0.21544,0.47788,0.17238,0.43711,0.19494
P1C6,R13C23,853,0.049778,272,0.24178,713,726,1.2034,1.3264,0.80645,0.18373,0.0098177,0,0,0.71488,0.25069,0.030303,0.0027548,0.0013774,0.015428,0.023416,0.024,0.28356,0.31975,0.40918,0.89395,0.41524,0.90996,0.58563,1.0141,0.61463,1.0843,1.4249,1.0615,1.6678,1.3103,1.872,0.86749,1.5822,0.89412,2.1571,1.0323,1.0427,0.6157,0.95479,0.62594,1.1803,0.60472,1.0593,0.63231,0.066077,0.1443,0.066981,0.1464,0.095535,0.16389,0.10014,0.17459,0.234,0.17277,0.27333,0.21128,0.30687,0.13832,0.25983,0.14353,0.3531,0.16345,0.34177,0.1974,0.31368,0.20308,0.38619,0.18913,0.347,0.20058
P1C6,R13C24,806,0.029126,327,0.28861,667,664,1.1484,1.2545,0.85757,0.13643,0.005997,0,0,0.76506,0.21687,0.016566,0.001506,0,0.005997,0.016566,0.013239,0.29479,0.30838,0.283,0.73041,0.28628,0.74109,0.49493,0.96761,0.50841,1.0035,1.2899,1.0487,1.4766,1.2614,1.8066,0.79134,1.5697,0.80488,2.0409,0.98096,1.0183,0.63611,0.96614,0.64031,1.2214,0.59659,1.1337,0.62044,0.046763,0.12,0.047311,0.1218,0.080126,0.15591,0.082165,0.16092,0.21399,0.17253,0.24419,0.20495,0.29914,0.12848,0.26093,0.13338,0.33693,0.15583,0.33712,0.20401,0.31996,0.20631,0.4021,0.18629,0.3738,0.19623
P1C6,R14C1,764,0.073852,238,0.23752,614,690,1.1629,1.3362,0.85179,0.13518,0.011401,0.0016287,0,0.71594,0.23913,0.037681,0.0072464,0,0.021173,0.034783,0.03493,0.32335,0.32407,0.32165,0.82074,0.33504,0.86873,0.61635,1.0556,0.65699,1.1609,1.4875,1.1355,1.731,1.394,1.9275,0.9211,1.6444,0.94422,2.2161,1.1244,1.0249,0.63889,0.96232,0.63786,1.3212,0.57231,1.1957,0.61938,0.049617,0.12528,0.051504,0.13157,0.095556,0.16229,0.10133,0.17565,0.23699,0.17895,0.27436,0.21495,0.30627,0.14228,0.2628,0.14906,0.35048,0.16883,0.32499,0.19672,0.30581,0.19822,0.42062,0.17306,0.38179,0.1913
P1C6,R14C2,668,0.056229,239,0.26351,558,584,1.1667,1.3784,0.83513,0.16308,0.0017921,0,0,0.68322,0.26541,0.041096,0.010274,0,0.010753,0.041096,0.030871,0.27674,0.32271,0.3522,0.86842,0.35341,0.87044,0.70301,1.1376,0.74353,1.2258,1.4414,1.0626,1.7174,1.3279,1.8435,0.83073,1.5227,0.87245,2.1608,1.0166,1.0864,0.66497,1.0213,0.67777,1.2876,0.57388,1.1525,0.61565,0.05692,0.13785,0.057142,0.13829,0.11111,0.1773,0.1172,0.18975,0.23233,0.16911,0.2762,0.20871,0.2976,0.13085,0.24658,0.14047,0.34819,0.157,0.35232,0.21594,0.33096,0.22042,0.41552,0.18387,0.3729,0.1982
P1C6,R14C3,580,0.072319,222,0.27681,399,518,1.2155,1.417,0.7995,0.18546,0.015038,0,0,0.66023,0.2722,0.057915,0.0096525,0,0.037594,0.07529,0.063591,0.21072,0.30178,0.47776,1.0518,0.48785,1.0741,0.80899,1.2254,0.87232,1.3511,1.4634,1.2189,1.7549,1.5229,1.9593,0.92969,1.578,0.95223,2.3504,1.1844,1.1253,0.61711,1.041,0.63983,1.3745,0.56254,1.2363,0.64387,0.077882,0.16916,0.079476,0.17252,0.13531,0.20641,0.1455,0.22553,0.24518,0.2049,0.2931,0.25241,0.3257,0.15423,0.26307,0.16111,0.39006,0.1932,0.37436,0.20501,0.34624,0.21267,0.45789,0.18335,0.41191,0.21074
P1C6,R14C4,559,0.077014,285,0.33768,473,472,1.1353,1.3136,0.86892,0.12685,0.0042283,0,0,0.73305,0.22669,0.033898,0.0063559,0,0.0063425,0.029661,0.017773,0.28318,0.26778,0.25446,0.70374,0.25636,0.70771,0.58071,1.0541,0.60901,1.1173,1.4323,1.0904,1.6466,1.3197,1.921,0.84552,1.6802,0.84657,2.164,1.0282,1.0626,0.66118,1.009,0.66956,1.3273,0.57468,1.2075,0.61665,0.039297,0.1073,0.039591,0.10793,0.089871,0.15944,0.094102,0.16825,0.22854,0.17098,0.26136,0.2018,0.30574,0.12958,0.26875,0.13541,0.34301,0.15143,0.33928,0.20694,0.32276,0.21052,0.42471,0.17581,0.3877,0.19235
P1C6,R14C5,339,0.029661,133,0.28178,285,313,1.1368,1.3003,0.86316,0.13684,0,0,0,0.74121,0.21725,0.041534,0,0,0.010526,0.025559,0.016949,0.35169,0.40964,0.3055,0.84706,0.3055,0.84706,0.53267,0.9734,0.5565,1.0283,1.3541,0.93724,1.5677,1.1598,1.6466,0.73017,1.3909,0.76448,1.9061,0.96078,1.0381,0.59099,0.98414,0.60887,1.2745,0.50853,1.1778,0.53203,0.051663,0.14252,0.051663,0.14252,0.088882,0.16172,0.092984,0.17143,0.23463,0.16093,0.27044,0.19553,0.2832,0.12073,0.24053,0.12943,0.3264,0.15578,0.35993,0.20543,0.34159,0.21288,0.44221,0.17088,0.40971,0.18324
P1C6,R14C6,632,0.071736,65,0.093257,558,582,1.4068,1.5172,0.64516,0.31183,0.03405,0.0089606,0,0.57388,0.3488,0.063574,0.013746,0,0.039427,0.046392,0.068867,0.26112,0.26374,0.77841,1.1347,0.81387,1.2051,0.90947,1.1292,0.9716,1.2373,1.7686,0.99168,2.2472,1.3376,2.0363,0.82851,1.5366,0.91864,2.5435,1.0635,1.118,0.58897,0.96655,0.62575,1.4836,0.49954,1.2876,0.60373,0.12551,0.18254,0.1312,0.19363,0.14606,0.18197,0.15565,0.1977,0.28985,0.16316,0.36637,0.21399,0.33331,0.13527,0.25338,0.15433,0.41467,0.16868,0.36395,0.18904,0.3149,0.20225,0.4857,0.15835,0.42331,0.19629
P1C6,R14C7,364,0.18478,96,0.2087,309,312,1.3819,1.4359,0.68932,0.24919,0.05178,0.0097087,0,0.66346,0.25,0.073718,0.012821,0,0.074434,0.060897,0.086957,0.24783,0.33333,0.75394,1.2125,0.80671,1.3065,0.79388,1.1847,0.86082,1.3214,1.6155,1.1831,2.0221,1.5734,2.0912,0.95642,1.6225,0.98907,2.5777,1.2361,1.1971,0.63872,1.0555,0.68275,1.4761,0.53702,1.3195,0.62942,0.11239,0.18038,0.11994,0.193,0.11917,0.17899,0.12846,0.19529,0.24817,0.17838,0.30837,0.23012,0.31876,0.13427,0.24933,0.14799,0.39088,0.16837,0.36964,0.18991,0.32761,0.20756,0.45665,0.16319,0.41013,0.19591
P1C6,R14C8,367,0.011407,159,0.30228,294,332,1.085,1.1958,0.92177,0.071429,0.0068027,0,0,0.83133,0.14759,0.01506,0.0060241,0,0.0068027,0.012048,0.0095057,0.36502,0.41146,0.15408,0.56799,0.159,0.59703,0.33006,0.76809,0.34305,0.80876,1.1346,0.8875,1.2553,1.0252,1.5043,0.6622,1.3398,0.71254,1.6683,0.79171,1.0504,0.60245,1.0163,0.60903,1.3332,0.48791,1.2763,0.50349,0.026266,0.095612,0.027071,0.10022,0.05618,0.12994,0.058164,0.13544,0.20149,0.15807,0.22208,0.17879,0.26703,0.11792,0.23892,0.12961,0.29503,0.13565,0.36966,0.20352,0.35803,0.20732,0.47659,0.16759,0.4578,0.17711
P1C6,R14C9,188,0.36695,169,0.47339,135,160,1.3037,1.6812,0.78519,0.16296,0.02963,0.014815,0.0074074,0.5625,0.2875,0.1,0.03125,0.01875,0.088889,0.14375,0.072829,0.12045,0.30233,0.65013,1.3964,0.72417,1.6052,1.2302,1.6204,1.4242,2.0264,1.5224,1.3822,2.0246,2.0921,2.2068,0.97015,1.5059,0.87733,2.9606,1.7821,1.4033,0.62827,1.2714,0.66056,1.611,0.56133,1.3976,0.66895,0.090286,0.19246,0.099043,0.21202,0.17482,0.23329,0.19859,0.27217,0.21995,0.1982,0.28838,0.28182,0.31516,0.13447,0.21939,0.13145,0.41703,0.22069,0.40779,0.17601,0.37137,0.18981,0.47991,0.16464,0.41893,0.20151
